id,name,token,country,is_ico,is_ieo,is_sto,ico_start,ico_end,price_usd,raised_usd,distributed_in_ico,sold_tokens,token_for_sale,whitelist,kyc,bonus,restricted_areas,min_investment,bounty,mvp,pre_ico_start,pre_ico_end,pre_ico_price_usd,platform,accepting,link_white_paper,linkedin_link,github_link,website,rating,teamsize,Coinmarketcap_identifier,ERC20,contract_address,Source
4403,DeFund Project,XDF,Italy,1,0,0,2018-08-07,2018-09-06,6.0000000000000001E-3,,0.9,,450000000,No,0,0,,0.05 ETH,0,,2018-07-16,2018-07-31,9.0690186792452797E-3,1,ETH,https://docs.wixstatic.com/ugd/a56a26_ecab09ed98e24707a08ac421b60acbe7.pdf,,https://www.github.com/DeFundProject?tab=repositories,https://www.defundproject.net?utm_source=icobench,2.4,,,1,,ICObench
4404,Denaro,DNO,UK,1,0,0,2018-01-30,2018-03-15,0.1963,8823281,0.65,,10000000,No,0,0,USA,10 $,1,,,,,0,"ETH, USD",https://denaro.io/docs/Denaro_Whitepaper.pdf,https://www.linkedin.com/company/denaroio/,,https://denaro.io?utm_source=icobench,1.8,,,1,,ICObench
4405,DeskBell Chain,DBT,Estonia,1,0,0,2018-05-21,2019-03-31,0.5,,692,,12000000,No,1,0,"Iran, South Korea, USA",5 USD,1,,2018-03-26,2018-04-09,,1,"BTC, ETH, BCH, LTC, ETC",https://deskbell.io/docs/deskbellchain-whitepaper-en.pdf,,https://www.github.com/DeskBell?tab=repositories,https://deskbell.io?utm_source=icobench,3,12,,1,,ICObench
4406,Digital Gold,DG,Hong Kong,1,0,0,2018-05-21,2018-09-30,0.1,,0.3,,300000000,,0,0,,,0,,,,,0,,https://www.digitalgold-laboratory.com/linkfiles/DigitalGoldWhitepaper.pdf,https://www.linkedin.com/company/dragonchain/,,https://www.digitalgold-laboratory.com/index.html?utm_source=icobench,2.4,8,4942,1,,ICObench
4407,Dragonchain,DRGN,USA,1,0,0,2017-10-02,2017-11-02,6.6000000000000003E-2,13700000,0.55,,433494437,,0,0,,,0,,,,,1,"ETH, BTC",https://dragonchain.com/assets/Dragonchain_Business_Summary.pdf,https://www.linkedin.com/company/dropanswer/,https://www.github.com/dragonchain?tab=repositories,https://dragonchain.com/tokensale-info/?utm_source=icobench,2.4,16,2243,1,0x419c4db4b9e25d6db2ad9691ccb832c8d9fda05e,ICObench
4408,DropAnswer,DeeCoin,Russia,1,0,0,2017-11-15,2017-12-15,878,,0.5,,60000000,,0,0,,,0,,,,,1,ETH,https://www.dropanswer.social/whitepaper.pdf,,,https://www.dropanswer.social?utm_source=icobench,2.4,3,,1,,ICObench
4409,Dubtokens,DBN,Switzerland,1,0,0,2018-01-29,2018-02-26,0.1,,,,,,0,0,,,0,Available,,,,0,,,,,https://dubtokens.com/?utm_source=icobench,2.4,31,,1,,ICObench
4410,Educoin,EDU,Singapore,1,0,0,2018-03-18,2018-03-25,525.01,,0.5,,1000000000,No,0,0,,0.1 ETH,0,,,,,0,ETH,http://ico.educhambers.com/Educoin-white-paper.pdf,,https://www.github.com/Educoindevlopment?tab=repositories,http://ico.educhambers.com?utm_source=icobench,2.4,,2734,1,,ICObench
4411,EjaCoin,EJAC,Bulgaria,1,0,0,2018-07-06,2018-09-16,0.1,,0.6,,,No,1,0,USA,,0,,2018-06-04,2018-07-05,,0,"ETH, BTC",http://www.ejacoin.io/wp-content/uploads/2018/06/wpeng.pdf,https://www.linkedin.com/company/ejacoin-io/,,https://ejacoin.io/?utm_source=icobench,2.4,9,,1,,ICObench
4412,Emiba,EMB,Russia,1,0,0,2018-06-01,2019-12-31,1,,0.58,,,No,1,0,,50 USD,0,Available,,,,0,"ETH, BTC, LTC, Fiat",https://emiba.global/wp-content/uploads/2018/09/White-Paper-Emiba-ENG-ver-1.2.pdf,,,https://emiba.global/?utm_source=icobench,2.4,8,,1,,ICObench
4413,Emyron Coin,EMY,USA,1,0,0,2018-03-14,2018-05-30,0.5,,0.28,,7000000,No,0,0,,,0,,,,,0,"ETH, BTC",https://emyron.com/wp-content/uploads/2018/02/whitepaper_emyron_crypto.pdf,,,https://www.emyron.com?utm_source=icobench,2.4,1,,1,,ICObench
4414,Ethereum Slot Machine,EST,Russia,1,0,0,2018-04-02,2018-05-29,0.51200000000000001,,0.85,,42500000,No,0,0,,,0,,,,,0,ETH,https://eslots.io/downloads/eslots_whitepaper_en.pdf,,,http://eslots.io?utm_source=icobench,2.4,,,1,,ICObench
4415,Ethoasis,ETHO,Sweden,1,0,0,2018-02-20,2018-04-05,188,,0.4,,2000000,No,0,0,,,0,,,,,0,ETH,https://docs.wixstatic.com/ugd/1a02a9_724dc3c323e54af2b7c02d79680d9586.pdf,,,https://www.ethoasis.io/?utm_source=icobench,2.4,1,,1,0x0952e631526986ac31d2c8c8ca86875828704e97,ICObench
4416,Export.Online,EXON,Russia,1,0,0,2018-06-01,2018-07-01,1,,843,,36547525,,0,0,,,0,,2018-05-20,2018-05-31,0.8,1,ETH,https://eng.export.online/images/WP_Exon_eng.pdf,https://www.linkedin.com/company/fameone/,,https://eng.export.online/?utm_source=icobench,2.4,3,,1,,ICObench
4417,Fameone,FAME,Switzerland,1,0,0,2018-10-01,2018-12-15,0.28849999999999998,19550,0.55,,137500000,Yes,1,0,USA,0.5 ETH,0,,,,,1,"ETH, BTC",https://ico.fameone.com/whitepaper.pdf,https://www.linkedin.com/company/foreground-llc/,,https://ico.fameone.com?utm_source=icobench,2.4,3,,1,,ICObench
4418,Foreground,DEAL,USA,1,0,0,2017-11-28,2017-12-19,642.4,,0.74,,500000,,0,0,,,0,,,,,1,ETH,https://foreground.io/whitepapers/foreground-whitepaper.pdf,https://www.linkedin.com/company/forgecdn/,,https://foreground.io/?utm_source=icobench,2.4,6,,1,,ICObench
4419,ForgeCDN,FORGE,Croatia,1,0,0,2018-04-30,2018-06-02,0.59699999999999998,,0.77,,47408900,,0,0,,,0,,2018-04-02,2018-04-29,0.257616658666667,0,,https://forgecdn.io/whitepaper,,,http://forgecdn.io/?utm_source=icobench,2.4,,,1,,ICObench
4420,Fortitude Ranch,FR,USA,1,0,0,2017-12-07,2018-01-30,100,250000,,,180000,,0,0,,,0,,,,,0,"ETH, Fiat",https://www.fortituderanch.com/download/458/,,https://www.github.com/FortitudeRanch?tab=repositories,https://www.fortituderanch.com/?utm_source=icobench,2.9,6,,1,,ICObench
4421,Foxytrade,FXTR,Hong Kong,1,0,0,2019-03-01,2019-04-08,,,0.6,,77333333,Yes,1,0,,,0,,,,,1,,https://foxytrade.me/foxytrade_whitepaper.pdf,https://www.linkedin.com/company/fullcirclecoin/,https://www.github.com/foxytrade?tab=repositories,http://foxytrade.me?utm_source=icobench,2.6,,,1,,ICObench
4422,Full Circle Coin,FCC,Singapore,1,0,0,2020-02-15,2020-04-15,,,,,,No,0,0,,,0,,2020-02-15,2020-04-15,,0,,,,https://www.github.com/ggtspl?tab=repositories,https://www.fullcirclecoin.com?utm_source=icobench,2.4,2,,0,,ICObench
4423,Galactikka,GALA,Russia,1,0,0,2017-10-09,2018-02-26,0.1,,,,15260000,,0,0,,,0,,,,0.06,1,ETH,https://drive.google.com/drive/u/1/folders/0B3opvrNCRCTjU0pjcUJwQzl6U1U,,https://www.github.com/Galactikka?tab=repositories,https://ico.galactikka.com/?utm_source=icobench,2.3,,,1,,ICObench
4424,Game.com,GTC,China,1,0,0,2017-11-01,2017-11-30,0.15,,0.4,,500000000,,0,0,,,0,,2017-10-10,2017-10-31,,0,ETH,https://ic.game.com/download/Game.com_Whitepaper_EN.pdf,https://www.linkedin.com/in/geekz-code-a589ba155/,https://www.github.com/GameLeLe?tab=repositories,https://game.com/?utm_source=icobench,2.4,,2336,1,,ICObench
4425,Geekzcode,GUT,UK,1,0,0,2018-03-09,2018-03-31,1.9765999999999999,,,,,No,0,0,,,0,,2018-02-28,2018-03-08,,0,ETH,https://geekzcode.com/wp-geekzcode-white-paper.pdf,,,https://geekzcode.com?utm_source=icobench,2.4,,,1,,ICObench
4426,GenieICO,CGC,Singapore,1,0,0,2017-11-13,2018-02-28,2.125,555000,0.83,,50000000,,0,0,,0.1 ETH,0,,,,,1,"BTC, ETH",https://drive.google.com/file/d/1wloXd2lzW_94Q-nVbGjXPj0nT4aiuM97/view,https://www.linkedin.com/company/knightsbridgeconsultants/,https://www.github.com/crowdgenie?tab=repositories,https://www.genieico.net/?utm_source=icobench,3.5,11,,1,,ICObench
4427,GIG9,9Coin,UK,1,0,0,2018-06-01,2019-02-15,0.11600000000000001,340000,,,,Yes,1,0,,0.01 ETH,1,,2018-05-01,2018-05-31,,1,,https://gig9.io/docs/Aug19_Whitepaper.pdf,https://www.linkedin.com/company/global-shrimp-coin/,https://www.github.com/gig9ico?tab=repositories,https://www.gig9.io/?utm_source=icobench,3,19,,1,,ICObench
4428,Global Shrimp Coin,GSD,Peru,1,0,0,2018-04-01,2018-05-15,1.8342000000000001,,0.66,,151151515,No,0,0,,,0,,,,,0,"ETH, BTC, BCH, DASH",https://globalshrimp.io/pdf/globalshrimpcoin-whitepaper.pdf,https://www.linkedin.com/company/global-shrimp-coin/,,https://globalshrimp.io?utm_source=icobench,2.4,,,1,,ICObench
4429,Gold Bits Coin,GBC,Australia,1,0,0,2018-02-01,2018-05-25,0.5,50000000,,,1000000000,Yes,0,0,,0.50 USD,0,,2018-01-15,2018-01-31,0.24,0,"BTC, ETH",https://goldbitscoin.com/pdf/Gold-Bits-Coin-White-Paper.pdf,https://www.linkedin.com/company/goldbitscoin/,,https://goldbitscoin.com/?utm_source=icobench,2.4,5,2952,1,0xc8058d59e208399b76e66da1ec669dd6b1bee2ea,ICObench
4430,Grailum,GMX,UK,1,0,0,2018-12-01,2019-06-30,0.2,,,,,No,0,0,No,,1,,,,,1,,https://grailumlab.com/grailum.pdf,,https://www.github.com/grailum?tab=repositories,https://grailum.com?utm_source=icobench,2.4,,,0,,ICObench
4431,Graz,GRZ,Russia,1,0,0,2018-05-01,2018-05-31,1,,,,,Yes,1,0,,10 GRZ,0,,2018-02-05,2018-02-19,,1,,http://graz-ico.com/whitepaper.pdf,,https://www.github.com/Graz-blockchain-betting-platform?tab=repositories,http://graz-ico.com/?utm_source=icobench,2.2,,,1,,ICObench
4432,Greenhashes,GH,India,1,0,0,2018-05-18,2018-09-30,0.65720000000000001,300000,,,300000000,,0,0,,,1,,2018-05-09,2018-05-17,0.93251796880000004,0,"ETH, BTC, LTC, BCH",https://www.greenhashes.org/wp-content/uploads/2018/08/GreenHashes-WhitePaper-V3.pdf,https://www.linkedin.com/company/greenhashes/,,http://www.greenhashes.org/?utm_source=icobench,2.4,11,,0,,ICObench
4433,Guardium,GDM,USA,1,0,0,2018-05-03,2018-06-01,0.2646,,0.3,,30000000,,0,0,,,0,,,,,1,,,https://www.linkedin.com/company/guardiancircle/,,https://guardium.co/?utm_source=icobench,2.4,8,,0,,ICObench
4434,HAI Project,HAI,Switzerland,1,0,0,2018-05-14,2018-06-28,0.21,,0.8,,80000000,No,1,0,"USA, China",0.1 ETH,0,,2018-04-30,2018-05-13,0.26796960440000001,1,ETH,https://haiproject.com/documents/HAIProject.V1.0.1.pdf,,,https://www.haiproject.com?utm_source=icobench,2,,,1,,ICObench
4435,HashHive,CELL,Cyprus,1,0,0,2017-11-20,2017-12-19,20,,0.9,,1500000,,0,0,,,0,,,,,0,"BTC, LTC, ETH, ZEC, WAVES",https://drive.google.com/file/d/0Bw4285TjNrehUVJhRVJDVm5KMTQ/view?usp=sharing,https://www.linkedin.com/company/plutusx/,,https://hashhive.io/?utm_source=icobench,2.4,,,0,,ICObench
4436,Hedge.pro,HEDGE,Russia,1,0,0,2017-11-15,2017-12-13,6.4497999999999998,,,,1000000,,0,0,,,0,,2017-09-18,2017-11-14,,1,,https://drive.google.com/file/d/0B6JQQgg-knRtdGJhU1UtUnBsNUU/view,,,http://hedge.pro/english?utm_source=icobench,2.4,,,1,,ICObench
4437,HighCastle,AIMS Digital Voucher,UK,1,0,0,2017-12-25,2018-02-25,1.3812,,,,80000000,,0,0,,0.001 ETH,0,,2017-12-15,2017-12-24,,1,"BTC, ETH",https://ico.highcastle.co/assets/HCWP%20v.3.pdf,https://www.linkedin.com/company/highcastle/,,https://ico.highcastle.co/?utm_source=icobench,2.6,7,4602,1,0x9a1c7577a69ea9e296ef99bfb0eb6bedbe352a36,ICObench
4438,HIGHER,HGR,USA,1,0,0,2018-05-15,2018-06-15,0.1,,0.76,,7600000,No,0,0,,,0,,2018-03-22,2018-04-22,,1,ETH,http://highercoin.io/wp.pdf,,,http://highercoin.io?utm_source=icobench,2.4,4,,1,,ICObench
4439,HOX,HOX,Germany,1,0,0,2019-07-01,2019-08-23,,,0.5,,37500000,No,1,0,"USA, CHINA",10 HOX,0,,2019-06-20,2019-07-01,,1,ETH,http://hugoxytocin.io/assets/Upload/wpFinal.pdf,https://www.linkedin.com/company/18508542/,https://www.github.com/hox-token?tab=repositories,https://hugoxytocin.io/?utm_source=icobench,2.4,,,1,,ICObench
4440,Humbyl,HBL,Singapore,1,0,0,2018-05-21,2018-08-31,0.21099999999999999,,0.4,,,Yes,1,0,USA,0.068 ETH,1,,,,"1 ETH = 2,678 HBL",1,ETH,https://humbyl.io/whitepaper,,https://www.github.com/humbylcoin?tab=repositories,https://humbyl.io?utm_source=icobench,2.4,10,,1,,ICObench
4441,HUSSY,HUS,Estonia,1,0,0,2019-01-01,2019-01-31,0.36,,0.6,,60000000,No,1,0,,,0,,,,,0,"ETH, BTC, Fiat",https://hussy.io/app/assets/whitepaper.pdf,,https://www.github.com/hussy-io?tab=repositories,https://hussy.io?utm_source=icobench,2.1,,,1,0xd0b6676ee485b53d4df756a6df89ac048259de01,ICObench
4442,HYCON,HYC,South Korea,1,0,0,2018-03-30,2018-05-11,0.9,3648100,0.1,,1000000000,Yes,1,0,"USA, China",50 USD,0,,,,0.09,1,"BTC, ETH, LTC",https://hycon.io/doc/whitepaper_en.pdf,https://www.linkedin.com/company/teamhycon/,https://www.github.com/team-Hycon?tab=repositories,https://hycon.io?utm_source=icobench,2.6,12,3147,0,0x07c9eEFd9059381144265600d3Cbf4974312861b,ICObench
4443,IcoBasis,BSS,Russia,1,0,0,2017-12-23,2018-02-07,1,12000000,,,1600000,,0,0,,,0,,,,,0,ETH,http://en.icobasis.io/docs/WhitePaper_ICO_BASIS_ENG.pdf,https://www.linkedin.com/company/10390409/,,http://en.icobasis.io/?utm_source=icobench,2.4,,,1,,ICObench
4444,IDTechnology,Lika,Israel,1,0,0,2018-05-15,2018-06-15,6.2E-2,,0.5,,680000000,No,0,0,,,0,,,,,1,"BTC, ETH",https://drive.google.com/file/d/1piaOmfi7wld5Od-3i0GyR1PuvX7f4hxr/view,https://www.linkedin.com/company/id-blockchain-technology/,,https://www.likacoin.io?utm_source=icobench,2.4,6,,1,,ICObench
4445,ignite RATINGS,IGNT,Gibraltar,1,0,0,2018-01-15,2018-02-28,5.63,3068488,,,10000000,No,0,0,,,1,,2017-12-15,2017-12-25,4.5629866533333301,1,ETH,https://igniteratings.com/wp-content/uploads/2017/11/Ignite-White-Paper-141117-1.pdf,https://www.linkedin.com/company/ignite-ratings/,https://www.github.com/IgniteRATINGS?tab=repositories,https://igniteratings.com/?utm_source=icobench,2.4,13,,1,,ICObench
4446,IMDEX,IMDX,Singapore,1,0,0,2018-07-10,2018-07-31,2E-03,1124000,0.18,,1800000000,No,0,0,USA,0.2 ETH,0,Available,,,,1,ETH,http://imdex.site/wp-content/uploads/2018/07/whitepaper_v1.0.pdf,,,http://imdex.site?utm_source=icobench,2.4,,,1,,ICObench
4447,Incremint.io,MNTS,Cayman Islands,1,0,0,2018-06-01,2018-08-31,0.21440000000000001,,,,500000000,No,1,0,USA,0.1 ETH,0,,2017-12-19,2018-01-15,0.41341149900000002,0,ETH,https://incremint.io/pdf/Incremint.pdf,https://www.linkedin.com/company/incremint/,,http://www.incremint.io/?utm_source=icobench,2.4,7,,1,,ICObench
4448,Inmusik,$OUND,Ireland,1,0,0,2018-09-05,2018-12-12,0.1,,0.5,,200000000,Yes,1,0,,,1,,,,0.1,1,"BTC, ETH, LTC, Fiat",https://www.dropbox.com/s/wp64vz3mm80e3vh/Inmusik%20White%20Paper.pdf?dl=0,https://www.linkedin.com/company/inmusik/,https://www.github.com/InMusik?tab=repositories,https://inmusik.co/?utm_source=icobench,3.6,22,,1,,ICObench
4449,Intellium,INTL,Russia,1,0,0,2017-08-20,2018-02-07,1,,0.5,,10000000,,0,0,,,0,,2017-07-21,2017-08-19,,0,"BTC, ETH, LTC",https://docs.google.com/document/d/16Gqf45bfP46Zy2_w4AhxVefCRGKBMiUnK-jtrKJazyI/edit#heading=h.5vhv6o725gcc,,,http://intellium-ico.com/?utm_source=icobench,2.4,,,0,,ICObench
4450,IstaPay,ISTP,UK,1,0,0,2019-01-01,2019-06-20,1.9099999999999999E-2,,,,2550000000,,0,0,,,0,,2018-07-27,2018-12-31,,0,"ETH, BTC",http://www.istapay.net/wp-content/uploads/2018/11/whitepaper.pdf,,,http://www.istapay.net/?utm_source=icobench,2.4,4,,1,,ICObench
4451,Katalyst Coin,KatalystCoin,Singapore,1,0,0,2018-01-15,2018-02-15,0.15,280000,,,,No,0,0,,,0,,2017-11-15,2017-12-15,,0,,https://katalystcoin.com/whitepaper/KatalystWhitePaper.pdf,,,https://katalystcoin.com/?utm_source=icobench,2.4,,,0,,ICObench
4452,Kencoin,KCN,Switzerland,1,0,0,2017-08-22,2017-09-22,6.5699999999999995E-2,,,,600000000,,0,0,,,0,,,,,0,"ETH, BTC",http://kencoin.org/wp-content/uploads/2017/07/whitepaper.pdf,https://www.linkedin.com/company/kencoin-foundation-kencoin-org/,https://www.github.com/kencoin?tab=repositories,https://kencoin.org/?utm_source=icobench,2.4,3,,1,,ICObench
4453,KitToken,KIT,Malaysia,1,0,0,2018-07-20,2018-08-31,0.05,117447182,0.43,,3500000,No,0,0,,,0,,,,,0,,https://img1.wsimg.com/blobby/go/030bdbd0-d698-4aa3-ba4d-d2bc680f2ec9/downloads/1chf5j90p_313571.pdf,https://www.linkedin.com/company/kittoken/,,https://www.kittoken.net?utm_source=icobench,2.4,12,,1,,ICObench
4454,Krypton Galaxy Coin,KGC,China,1,0,0,2019-07-31,2019-07-31,3.3E-3,,0.23,,690000000,,0,0,,,0,Available,,,,1,ETH,https://kexingqiu.net/pdf/krypton_whitepaper_en_v1.pdf,,,https://kexingqiu.net?utm_source=icobench,2.4,,4291,1,,ICObench
4455,KWHCoin,KWH,USA,1,0,0,2018-02-08,2018-03-15,0.2281,366859,,,,No,1,0,"Cuba, Iran, Syria, North Korea, Crimea",,1,,2018-01-19,2018-02-01,,0,,https://kwhcoin.com/wp-content/uploads/2017/12/KWHCoin-White-Paper-REVISED.pdf,https://www.linkedin.com/company/kwhcoin/,https://www.github.com/kwhcoindev?tab=repositories,https://kwhcoin.com?utm_source=icobench,2.4,,3001,1,,ICObench
4456,LaLa World,LALA,Singapore,1,0,0,2018-01-05,2018-02-05,0.13,20000000,,,,,0,0,,,0,,2017-11-25,2017-12-15,,1,"ETH, BTC, Fiat",https://lalaworld.io/whitepaper.pdf,,,https://lalaworld.io/?utm_source=icobench,3.2,11,2582,1,0xfd107b473ab90e8fbd89872144a3dc92c40fa8c9,ICObench
4457,Lendingblock,LND,UK,1,0,0,2018-04-15,2018-04-22,0.02,10000000,0.1,,100000000,Yes,1,0,"USA, China",,0,,2018-04-07,2018-04-14,1.6667000000000001E-2,0,ETH,https://whitepaper.lendingblock.com,https://www.linkedin.com/company/lendingblock/,https://www.github.com/lendingblock?tab=repositories,https://lendingblock.com?utm_source=icobench,3.1,9,2686,1,0x0947b0e6d821378805c9598291385ce7c791a6b2,ICObench
4458,Lendroid,LST,Singapore,1,0,0,2018-02-11,2018-02-22,1.7000000000000001E-2,4045650,0.02,,240000000,Yes,0,0,,,1,,,,,0,ETH,https://lendroid.com/assets/whitepaper-margin-trading.pdf,https://www.linkedin.com/company/lendroid/,https://www.github.com/lendroidproject?tab=repositories,https://lendroid.com?utm_source=icobench,2.4,,2609,1,,ICObench
4459,LibLob,BOOMR,USA,1,0,0,2018-01-08,2018-02-04,0.2,,0.3,,500000000,,0,0,,,0,,2018-01-01,2018-01-07,,1,ETH,https://boomrtoken.com/wp-content/uploads/2017/12/LibLob-BOOMR-Token-Sale-Whitepaper_v10.pdf,,https://www.github.com/TopBackTech?tab=repositories,https://boomrtoken.com/?utm_source=icobench,2.6,,,1,,ICObench
4460,Life Charity,LFT,Belarus,1,0,0,2018-11-17,2019-01-17,8.9999999999999993E-3,,,,,No,0,0,"USA, Canada",0.05 ETH,1,,,,,1,"BTC, ETH",https://lifecharity.io/Whitepaper.pdf,https://www.linkedin.com/company/life-charity/,https://www.github.com/LifeCharity?tab=repositories,https://lifecharity.io?utm_source=icobench,2.3,1,,1,,ICObench
4461,LIST101,LST,Denmark,1,0,0,2018-11-26,2018-12-11,0.3,,0.6,,60000000,Yes,1,0,,15 BTC,0,,2018-11-19,2018-11-25,,1,,http://www.list101global.com/tokensale/LIST101_AMINGO_Whitepaper.pdf,https://www.linkedin.com/company/list101/,,http://www.list101global.com/tokensale/?utm_source=icobench,2.4,,,0,,ICObench
4462,Live Stars,LIVE,Latvia,1,0,0,2018-01-15,2018-02-15,0.2,2518564,,,25000000,,0,0,,,0,,2017-09-21,2017-10-21,,1,"BTC, ETH",http://livestars.io/whitepaper.pdf,https://www.linkedin.com/company/monaize/,https://www.github.com/LiveStars?tab=repositories,https://livestars.io/?utm_source=icobench,3,,2710,1,,ICObench
4463,LiveEdu,EDU,UK,1,0,0,2018-01-15,2018-02-10,0.1,10000000,0.33,,10000000,,0,0,,"0.0007 BTC, 0.01 ETH, 3 USD, 3.45 EUR",0,,2017-11-06,2017-11-20,,1,"ETH, BTC",https://tokensale.liveedu.tv/static/docs/LiveEdu-white-paper.pdf,,,https://tokensale.liveedu.tv/?utm_source=icobench,2.2,1,,1,,ICObench
4464,Local World Forwarders,LWF,Italy,1,0,0,2018-01-23,2018-02-23,1,4700952,0.9,,27000000,,0,0,,,0,,2017-10-23,2017-11-06,,1,,https://www.lwf.io/docs/lwf_whitepaper_en.pdf,https://www.linkedin.com/company/lwf-logistics/,,https://www.lwf.io/en?utm_source=icobench,2.5,14,2761,0,,ICObench
4465,Lydian,LDN,Singapore,1,0,0,2018-01-30,2018-02-14,5,11315843,0.5,,20000000,Yes,1,0,USA,7 LDN,1,,2017-10-30,2018-01-30,3.75,1,"BTC, BCH, DASH, ETH, LTC, Various",https://assets.lydian.io/docs/Lydian-WhitePaper-Final-EN-20171122.pdf,,,https://lydian.io/?utm_source=icobench,2.6,16,,1,,ICObench
4466,M2O,M2O,Singapore,1,0,0,2018-10-29,2018-11-23,1.6372,,0.4,,14000000000,No,1,0,"China, USA",1 ETH,0,,,,,1,ETH,https://home.mileageto.com/#none,,,https://mileageto.com/?utm_source=icobench,2.4,2,3693,1,0x658d79c02a4829b5efa49254f627287e92458ecd,ICObench
4467,Maecenas,ART,UK,1,0,0,2017-09-07,2017-10-08,0.64480000000000004,15750000,,,30000000,,0,0,,,0,,,,,1,ETH,https://www.maecenas.co/Maecenas-WhitePaper.pdf,https://www.linkedin.com/company/maecenas/,,https://cofound.it/en/projects/maecenas/?utm_source=icobench,2.4,8,2064,1,0xfec0cf7fe078a500abf15f1284958f22049c2c7e,ICObench
4468,MASS.cloud,MASS,China,1,0,0,2017-07-12,2017-07-25,0.15659999999999999,1538407,,8958262,13000000,,0,0,,,0,,,,,0,ETH,https://mass.cloud/MASS-whitepaper.pdf,,https://www.github.com/mass-ltd?tab=repositories,http://www.mass.cloud/?utm_source=icobench,2.4,4,,1,,ICObench
4469,Masscryp,MASS,United Arab Emirates,1,0,0,2017-11-28,2018-01-31,0.61,,,,10000000,No,1,0,,,0,,,,,0,,https://masscryptoken.io/Masscrypt-whitepaper.pdf,,https://www.github.com/masscoin?tab=repositories,https://masscryptoken.io/?utm_source=icobench,2.4,,,0,,ICObench
4470,Medica,MEDTK,Belize,1,0,0,2019-01-07,2019-02-04,0.03,,,,1000000000,No,1,0,,,0,,2018-09-28,2018-11-10,,0,"ETH, BTC, Fiat",https://www.medica.ai/assets/vendors/ico-custom/pdf/whitepaper.pdf,,,https://www.medica.ai/?utm_source=icobench,2.4,10,,1,,ICObench
4471,MediConnect,MEDI,UK,1,0,0,2019-02-20,2019-09-30,0.02,846984,0.67,,335000000,Yes,0,0,,,1,,2019-02-06,2019-02-16,,0,"STRAT, BTC",https://mediconnect.io/wp-content/uploads/2019/MediConnect-Whitepaper.pdf,https://www.linkedin.com/company/mediconnectuk-blockchain/,,https://mediconnect.io/?utm_source=icobench,2.5,8,,0,,ICObench
4472,Melonport,MLN,Switzerland,1,0,0,2017-02-15,2017-02-16,5.8274999999999997,2900000,,500000,750000,,0,0,,,0,,,,,0,ETH,https://github.com/melonproject/greenpaper/blob/master/melonprotocol.pdf,https://www.linkedin.com/company/melonportag/,,https://melonport.com?utm_source=icobench,2.4,,,1,,ICObench
4473,Mondo,MND,Hong Kong,1,0,0,2017-11-17,2017-12-31,0.5,13792,,,,,0,0,,,0,,,,,1,ETH,https://mondo.one/mondowp.pdf,,https://www.github.com/mondoone?tab=repositories,https://mondo.one/?utm_source=icobench,2.4,,,1,,ICObench
4474,MoneyTech,MT,Ukraine,1,0,0,2017-06-28,2017-08-02,1,,0.6,,500000,,0,0,,,0,,,,,0,"BTC, ETH, Fiat, XMR",http://www.moneytech.farm/wp_mt.pdf,,,http://www.moneytech.farm/?utm_source=icobench,2.4,,,0,,ICObench
4475,Multisignio,MSG,Greece,1,0,0,2018-03-01,2018-03-31,2.5999999999999999E-2,,0.74,,2000000,No,0,0,,,0,,2018-02-01,2018-02-28,6.9119335933333304E-2,1,,https://www.multisign.io/multisignio-wp.pdf,https://www.linkedin.com/company/multisignio/about/,,https://www.multisign.io/?utm_source=icobench,2.4,5,,1,,ICObench
4476,mytime,MTT,Russia,1,0,0,2018-03-24,2018-03-24,,3500000,,,,,0,0,,100 MTT,0,,,,,1,"BTC, ETH, LTC",https://mytimecoin.github.io/whitepaper/whitepaper_en.pdf,,,https://mytc.io/?utm_source=icobench,2.3,,,1,,ICObench
4477,Nami.Trade,NAC,Vietnam,1,0,0,2018-02-01,2018-03-31,0.17499999999999999,2245250,0.5,,,No,0,0,,,0,,2017-11-01,2018-01-31,,0,ETH,https://nami.trade/docs/nami_trade_print_v1_en.pdf,https://www.linkedin.com/company/namitrade/,,https://nami.trade?utm_source=icobench,2.4,,,1,,ICObench
4478,Neunet,NEN,USA,1,0,0,2017-11-22,2017-12-08,0.08,,0.85,,425000000,,0,0,,,0,,,,,1,"ETH, BTC",https://neunio.io/res/pdf/Whitepaper-English.pdf,,,https://neunio.io/?utm_source=icobench,2.4,3,,1,,ICObench
4479,NiMEDix ecosystem,NiMEDix,Nigeria,1,0,0,2020-05-01,2020-08-31,0.1,,0.5,,100000000,Yes,1,0,"Iran, Afghanistan",10 USD,1,,2019-11-01,2020-01-31,0.1,1,"ETH, BTC",https://nimedix.io/documents/NiMEDix_whitepaper_V_1_1.pdf,https://www.linkedin.com/company/nimedix-ecosystems/,,http://www.nimedix.io?utm_source=icobench,2,5,,1,,ICObench
4480,Nova,NBC Token,Switzerland,1,0,0,2018-03-15,2018-09-15,0.06,,0.66,,,No,0,0,,,0,,,,,0,ETH,https://www.browser.news/wp-content/uploads/2018/03/Nova-Browser-ICO-White-Paper-Print-Ready-_.pdf,,https://www.github.com/novabrowsernews?tab=repositories,https://www.browser.news/?utm_source=icobench,2.4,,4835,1,,ICObench
