id;name;token;country;is_ico;is_ieo;is_sto;ico_start;ico_end;price_usd;raised_usd;distributed_in_ico;sold_tokens;token_for_sale;whitelist;kyc;bonus;restricted_areas;min_investment;bounty;mvp;pre_ico_start;pre_ico_end;pre_ico_price_usd;platform;accepting;link_white_paper;linkedin_link;github_link;website;rating;teamsize;Coinmarketcap_identifier;ERC20
1595;Holo;HOT Token;Gibraltar;1;0;0;2018-03-29;2018-04-28;1E-04;19389382;0.75;NA;2.5e+11;Yes;1;0;USA, South Korea, China;0.1 ETH;0;Available;NA;NA;NA;1;ETH;https://files.holo.host/2017/12/Holo-Green-Paper.pdf;https://www.linkedin.com/company/holo-host/;https://www.github.com/Holo-Host?tab=repositories;https://holo.host?utm_source=icobench;4.4;10;2682;1
1596;HubrisOne;HBRS;UK;1;0;0;2019-01-01;2019-03-31;0.01;5E+05;0.6;NA;6E+08;No;1;0;USA, China;1 USD;1;Available;NA;NA;NA;1;ETH;https://1drv.ms/b/s!AqUuKh_dzajG02ppbZ2KTTOUWwFf;https://www.linkedin.com/company/cryptoprofile;https://www.github.com/HubrisOne?tab=repositories;https://www.hubrisone.com/?utm_source=icobench;3.5;7;NA;1
1597;Humancoin;HUMA;UK;1;0;0;2018-09-15;2018-11-01;0.01;6607055;509;NA;3E+12;Yes;1;0;USA, China;NA;1;Available;2018-07-01;2018-08-15;NA;1;ETH;http://docs.humancoin.net/HumanCoin_whitepaper_en.pdf;NA;https://www.github.com/Humancoinnet?tab=repositories;https://www.humancoin.net/?utm_source=icobench;4.5;14;NA;1
1598;Hurify;HUR;Canada;1;0;0;2018-02-01;2018-02-28;158;21731500;0.6;NA;151250000;No;1;0;Canada;0.5 ETH;0;NA;2017-12-15;2017-12-21;9.1259733066666696E-2;1;BTC, LTC, DASH, ETH, BTG, BCH;https://ico.hurify.co/whitepaperdl/;https://www.linkedin.com/company/hurify/;https://www.github.com/HurifyPlatform?tab=repositories;https://ico.hurify.co/?utm_source=icobench;4;13;2849;1
1599;i-chain;ICHN;British Virgin Islands;1;0;0;2018-05-17;2019-01-15;67.266000000000005;NA;0.35;NA;5E+06;No;0;0;NA;0.1 ETH;0;Available;NA;NA;NA;0;ETH;https://i-chain.net/i-chain.net.wpaper_rev_005.pdf;https://www.linkedin.com/company/dacx-group/about/;https://www.github.com/i-chain?tab=repositories;https://i-chain.net?utm_source=icobench;3.1;20;NA;1
1600;iCasting.io;TLNT;Netherlands;1;0;0;2020-06-06;2020-06-27;7.9299999999999995E-2;NA;0.55;NA;3.5e+08;Yes;1;0;NA;NA;0;Available;2018-09-24;2018-10-01;NA;1;ETH;https://icasting.io/assets/whitepaper_icasting_io.pdf;https://www.linkedin.com/company/icasting/;https://www.github.com/icasting?tab=repositories;https://icasting.io?utm_source=icobench;3.9;23;NA;1
1601;IGT;IGTT;Ireland;1;0;0;2018-08-23;2018-12-29;1;1664444;0.6;NA;NA;Yes;1;0;NA;100 USD;1;Available;NA;NA;NA;0;ETH, BCH, BTC, LTC;https://igt-crypto.io/documents/en/whitepaper.pdf;https://www.linkedin.com/company/igtcrypto/;https://www.github.com/IGTCompany?tab=repositories;https://igt-crypto.io?utm_source=icobench;4.2;17;NA;1
1602;Imigize;IMGZ;Hong Kong;1;0;0;2019-05-05;2019-07-10;9.7000000000000003E-3;NA;0.58;NA;NA;Yes;1;0;USA;NA;0;Available;2018-09-10;2018-12-31;4.0024362644630003E-2;1;ETH, BTC;https://drive.google.com/open?id=1Tn3krkdLCm82LQdOLngg2BJQVzaqfWnG;https://www.linkedin.com/company/imigize/;https://www.github.com/ImigizeServiceBlockchain?tab=repositories;https://imigize.io?utm_source=icobench;3.9;19;NA;1
1603;imusify;IMU;Estonia;1;0;0;2019-04-01;2019-05-31;0.05;1607008;0.65;NA;6.5e+07;Yes;1;0;USA, Canada, China, South Korea, Singapore;NA;0;Available;2019-03-01;2019-03-31;4.3999999999999997E-2;0;NEO, BTC , ETH, LTC, XMR, BCH, DASH;https://imusify.com/whitepaper.pdf;https://www.linkedin.com/company/imusify/;https://www.github.com/imusify?tab=repositories;https://www.imusify.com/?utm_source=icobench;3.9;28;NA;0
1604;Inflr;INFLR;Cayman Islands;1;0;0;2018-12-10;2019-02-11;2.18E-2;NA;0.35;NA;1.4e+08;Yes;1;0;NA;500 INFLR;1;Available;2018-08-20;2018-11-30;2.8292856250000002E-2;1;ETH, BTC, BCH, LTC, Fiat;https://token.inflr.com/whitepaper;https://www.linkedin.com/company/inflr/;https://www.github.com/inflr?tab=repositories;https://token.inflr.com?utm_source=icobench;4;27;NA;1
1605;INTRO;ITR;Estonia;1;0;0;2018-06-01;2018-10-11;0.4;NA;NA;NA;1.6e+08;No;1;0;Vietnam;12 USD;0;Available;2018-03-26;2018-05-31;0.28000000000000003;1;BTC. ETH, LTC, Various, Fiat;https://introa.io/files/%D0%98%D0%9D%D0%A2%D0%A0%D0%9E%20WP%20en.pdf;NA;https://www.github.com/IntroTechnologyICO?tab=repositories;http://introa.io/en/?utm_source=icobench;4.4;15;NA;1
1606;Inzura;IZA;India;1;0;0;2019-06-24;2019-07-30;6.7500000000000004E-2;NA;0.6;NA;7.2e+07;No;1;0;USA, China, Canada, Cuba, Iran, South Korea, North Korea, Lebanon, Syria, Libya, Sudan, Somalia, Singapore, Japan, Afghanistan, Yemen;NA;1;Available;NA;NA;6.7500000000000004E-2;0;ETH;https://www.inzura.world/static/media/Inzura%20Whitepaper%20v1.2.1.93dfbde0.pdf;https://www.linkedin.com/company/inzuraofficial/;https://www.github.com/inzuraworld?tab=repositories;https://www.inzura.world?utm_source=icobench;3.9;11;NA;1
1607;JSEcoin;JSE;UK;1;0;0;2018-07-11;2018-10-11;2.5999999999999999E-3;111500;0.5;2E+08;5E+09;Yes;1;0;NA;NA;1;Available;NA;NA;NA;0;ETH;https://jsecoin.com/whitepaper.pdf;NA;https://www.github.com/jsecoin?tab=repositories;https://jsecoin.com?utm_source=icobench;4;11;3472;1
1608;Kaiser;KISC;Kyrgyzstan;1;0;0;2019-01-18;2019-01-28;0.08;NA;0.6;NA;4E+09;No;1;0;None;NA;0;Available;2019-01-06;2019-01-17;0.06;0;ETH;https://kisc.io/pdf/white_paper_en.pdf;https://www.linkedin.com/company/dipchain/;https://www.github.com/bizblockschains?tab=repositories;https://kisc.io/?utm_source=icobench;3.6;40;NA;1
1609;Kinesis;KVT;Cayman Islands;1;0;0;2018-09-10;2019-09-07;1000;193872000;0.7;NA;210000;No;1;0;NA;1 KVT;0;NA;2018-02-14;2018-09-09;NA;1;BTC, ETH, Fiat;https://kinesis.money/documents/whitepaper.pdf;https://www.linkedin.com/company/kinesismoney/;https://www.github.com/KinesisNetwork?tab=repositories;https://kinesis.money/en/?utm_source=icobench;4.3;32;NA;1
1610;Kinetic Revolution;KRC;Saint Vincent and the Grenadines;1;0;0;2018-08-15;2018-11-15;7.0599999999999996E-2;NA;0.7;NA;2.25e+08;Yes;1;0;China, USA;0.5 ETH;0;NA;2018-06-15;2018-07-15;NA;0;ETH;https://kineticex.io/assets/template/whitepaper/kineticex_krc_whitepaper_1.4.pdf;https://www.linkedin.com/company/elysian-ely;https://www.github.com/kineticex?tab=repositories;https://kineticex.io/?utm_source=icobench;4;4;NA;1
1611;Kozjin;KOZ;Singapore;1;0;0;2019-06-24;2019-07-28;2;1.5e+07;0.65;NA;1.95e+08;No;1;0;USA, CHINA;NA;0;NA;2019-06-17;2019-06-24;NA;1;USD, BTC, ETH;https://kozjin.io/whitepaper.pdf;https://www.linkedin.com/company/kozjin/;https://www.github.com/kozjintoken?tab=repositories;https://kozjin.io/?utm_source=icobench;4.2;10;NA;1
1612;Kuende;KUE;Switzerland;1;0;0;2018-10-19;2018-11-16;4.1000000000000003E-3;3220823;0.5;NA;1.78e+09;Yes;1;0;USA, China, Singapore;NA;0;Available;2018-04-07;2018-06-15;NA;1;ETH;https://ico.kuende.com/documentation/Kuende%20Whitepaper.pdf;https://www.linkedin.com/company/18292774/;https://www.github.com/kuende?tab=repositories;https://ico.kuende.com/?utm_source=icobench;4;35;3369;1
1613;LaneAxis;AXIS;Cayman Islands;1;0;0;2018-06-21;2018-12-22;0.12;NA;0.6;NA;3E+08;No;0;0;NA;NA;1;Available;NA;NA;NA;1;BTC, ETH, LTC;https://www.laneaxis.io/assets/whitepaper/LaneAxis-regular-whitepaper-V2.4-6-20-18.pdf;https://www.linkedin.com/company/laneaxis/;https://www.github.com/mulsun?tab=repositories;http://www.laneaxis.io/?utm_source=icobench;4;29;NA;1
1614;LeadRex;LDXT;USA;1;0;0;2018-08-04;2018-11-09;0.1062;3152440;0.8;NA;109600000;Yes;1;0;Singapore;0.1 ETH;1;Available;2018-05-21;2018-08-03;1.3100000000000001E-2;1;BTC, ETH;https://leadrex.io/docs/WP_LEADREX_ENG.pdf;https://www.linkedin.com/company/leadrex/;https://www.github.com/LeadRex?tab=repositories;https://leadrex.io?utm_source=icobench;4.4;19;NA;1
1615;Lendo;Lendo;UK;1;0;0;2018-03-28;2018-11-28;2.4826000000000001;NA;NA;NA;1.2e+09;No;1;0;USA;50 EUR;1;NA;NA;NA;NA;0;ETH, BTC, XRP, ECH, BCH, DASH, LTC, Fiat;https://lendo.io/wp-content/uploads/lendo-commercial-whitepaper.pdf;NA;https://www.github.com/lendotoken?tab=repositories;http://www.lendo.io?utm_source=icobench;4.1;6;NA;1
1616;LendsBay;LBT;Russia;1;0;0;2018-09-18;2018-10-29;0.20399999999999999;NA;0.75;NA;7.5e+07;Yes;1;0;USA, China;NA;1;Available;2018-06-18;2018-07-29;0.36322369370000002;1;ETH, BTC;https://lendsbay.io/static/documents/whitepaper_eng.pdf;https://www.linkedin.com/company/lendsbay/;https://www.github.com/lendsbaycorp?tab=repositories;https://lendsbay.io?utm_source=icobench;3.4;12;NA;1
1617;Liker;LK;Malta;1;0;0;2018-12-20;2018-12-29;1.6E-2;1.4e+07;0.3;NA;1.5e+08;Yes;1;0;USA;0.1 ETH;1;Available;2018-11-20;2018-12-19;2.1505935824999999E-2;0;ETH;https://s3.ap-northeast-2.amazonaws.com/liker.world/whitepaper/EN_LightPaper_Likerworld.pdf;https://www.linkedin.com/company/liker-world/;https://www.github.com/likertokenio?tab=repositories;https://liker.world?utm_source=icobench;3.8;21;NA;1
1618;LivenPay;LVN;Australia;1;0;0;2019-02-28;2019-06-30;1.4999999999999999E-2;NA;0.3;NA;3E+09;No;1;0;USA, China, Morocco, Algeria, Bolivia, Ecuador, Bangladesh, Pakistan;NA;0;Available;2018-05-01;2019-02-17;NA;1;ETH, Fiat;https://s3-ap-southeast-2.amazonaws.com/livenpay.io/LIVEN-WhitePaper(EN).pdf;https://www.linkedin.com/company/liven/;https://www.github.com/livenpay?tab=repositories;https://livenpay.io?utm_source=icobench;4;15;5853;1
1619;LocalCoinSwap;LCS;Hong Kong;1;0;0;2018-04-15;2018-06-15;0.4;12150000;0.7;NA;7E+07;No;0;0;Hong Kong, North Korea, Iran, Sudan, Syria;0.1 ETH;1;NA;2018-03-15;2018-03-31;NA;0;ETH, BTC, XRP, Fiat;https://www.localcoinswap.com/LocalCoinSwap_whitepaper_v1.0.pdf;https://www.linkedin.com/company/localcoinswap/;https://www.github.com/LocalCoinSwap?tab=repositories;https://www.localcoinswap.com?utm_source=icobench;4.3;11;2970;1
1620;Lyfe;LYFE;Singapore;1;0;0;2018-11-12;2018-12-07;6.9999999999999999E-4;3E+06;0.4;NA;5.25e+09;Yes;1;0;USA, China;NA;1;Available;2018-10-29;2018-11-09;NA;1;BTC, ETH, USDT, TEN;https://lyfe.health/whitepaper;https://www.linkedin.com/company/lyfehealth/;https://www.github.com/lyfehealth?tab=repositories;https://lyfe.health?utm_source=icobench;3.5;9;5786;1
1621;Lynked.World;LYNK;Netherlands;1;0;0;2018-11-15;2019-02-10;0.35;6215494;0.75;NA;1.5e+08;No;1;0;USA, Syria;NA;1;Available;NA;NA;NA;1;BTC, ETH;https://tokensale.lynked.world/images/LynkedWorld_Whitepaper.pdf;https://www.linkedin.com/company/lynked-world/;https://www.github.com/LynkedWorld?tab=repositories;https://tokensale.lynked.world/?utm_source=icobench;4.5;38;NA;1
1622;Matrix-coin;MATRIX / MTX;France;1;0;0;2019-10-01;2019-10-30;0.01;NA;0.21;NA;2E+09;No;0;0;China, Afghanistan, Syria;10 USD;0;NA;2019-09-04;2019-09-30;7.0000000000000001E-3;1;BTC , ETH , LTC , DOGE;https://matrix-coin.io/whitepaper2.0.pdf;NA;https://www.github.com/mtx-coin?tab=repositories;https://matrix-coin.io/?utm_source=icobench;4.3;9;NA;0
1623;MyTVchain;MyTV;France;1;0;0;2020-02-29;2020-03-27;6.7000000000000004E-2;2E+06;0.11;NA;4E+08;Yes;1;0;USA;100 USD;1;Available;2020-02-15;2020-02-28;5.0000000000000001E-3;1;BTC, ETH, LTC, DASH, USD, EUR;https://mytvchain.io/MyTVchain-wp-EN.pdf;https://www.linkedin.com/company/mytvchain/;None;https://mytvchain.io/?utm_source=icobench;3.9;17;5402;1
1624;Nagricoin;NGRX;Ireland;1;0;0;2018-05-28;2018-09-01;0.1;1718000;0.82;NA;3E+08;Yes;1;0;USA, Singapore;0.1 ETH;1;Available;2018-04-02;2018-05-24;0.05;0;ETH, BTC;https://nagricoin.io/storage/files/01_nagricoin_wp_eng.pdf;https://www.linkedin.com/company/14778591;https://www.github.com/Nonegricoin?tab=repositories;https://nagricoin.io/?utm_source=icobench;3.6;16;NA;1
1625;Neironix;NRX;Estonia;1;0;0;2018-09-01;2018-11-30;0.5;3003664;665;NA;93100000;Yes;1;0;NA;0.1 ETH;1;Available;NA;NA;NA;1;BTC, ETH;https://tokensale.neironix.io/files/whitepapper/en.pdf;https://www.linkedin.com/company/11822895;https://www.github.com/Neironixio?tab=repositories;https://tokensale.neironix.io/?utm_source=icobench;4.3;26;NA;1
1626;OPP Open WiFi;OPP;UK;1;0;0;2018-08-14;2019-01-15;0.4;4462120;0.0355;NA;1.42e+08;Yes;1;0;None;300 USD;1;Available;2018-07-14;2018-08-14;0.24;0;BTC, ETH, Fiat;https://www.oppopenwifi.com/oppwhite20180627.pdf;https://www.linkedin.com/company/opp-open-wifi/;https://www.github.com/oppopenwifi?tab=repositories;https://www.oppopenwifi.com?utm_source=icobench;4.4;17;NA;1
1627;Opu Labs;OPU;British Virgin Islands;1;0;0;2018-08-01;2018-12-20;0.02;2E+06;0.5;NA;1.35e+09;Yes;1;0;Japan, Cuba, Iran, North Korea, Syria, Crimea Region.;0.1 ETH;1;Available;2018-06-26;2018-07-31;NA;1;BTC, ETH;https://ico.opu.ai/wp-content/uploads/2018/07/OPU-Whitepaper-v3.0.pdf;https://www.linkedin.com/company/opulabs/;https://www.github.com/OpuLabs?tab=repositories;https://ico.opu.ai/?utm_source=icobench;3.8;38;NA;1
1628;Papusha;PRT;Russia;1;0;0;2018-08-22;2019-03-22;7.7499999999999999E-2;NA;0.75;NA;7.5e+07;No;0;0;NA;NA;1;NA;2018-06-01;2018-07-25;NA;1;ETH;https://papusha.io/files/Whitepaper_ENG.pdf;https://www.linkedin.com/company/freldo/;https://www.github.com/PRTICO?tab=repositories;https://papusha.io?utm_source=icobench;3.8;11;NA;1
1629;PlaceToRent;PTRT;Panama;1;0;0;2018-08-15;2018-09-26;0.43280000000000002;NA;0.62;NA;6.2e+07;No;1;0;USA, PRC, Cuba, Iran, Korea, Syria, the Crimea Region.;0.2 ETH;1;NA;2018-06-04;2018-08-15;NA;1;BTC, ETH;https://ico.placetorent.com/#whitepaper;https://www.linkedin.com/company/placetorent/;https://www.github.com/placetorent?tab=repositories;https://www.placetorent.com?utm_source=icobench;3.4;15;NA;1
1630;PolySwarm;NCT;USA;1;0;0;2018-02-20;2018-03-22;1.7899999999999999E-2;25940000;0.7;NA;NA;NA;0;0;United States;100 USD;0;NA;NA;NA;NA;1;ETH;https://polyswarm.io/polyswarm-whitepaper.pdf;https://www.linkedin.com/company/polyswarm/;https://www.github.com/polyswarm?tab=repositories;https://polyswarm.io/?utm_source=icobench;3.5;12;2630;1
1631;Quube.exchange;QR<U+0420>;Estonia;1;0;0;2019-10-24;2019-12-31;0.3;NA;0.7;NA;1.75e+08;No;1;0;USA;30 USD;0;NA;2019-09-03;2019-10-18;NA;1;ETH;NA;https://www.linkedin.com/company/quubesecurityexchange/;https://www.github.com/Quube-Exchange-2019?tab=repositories;https://quube.exchange?utm_source=icobench;4.3;13;NA;1
1632;RedCab;REDC;Egypt;1;0;0;2018-06-22;2018-10-15;9.1200000000000003E-2;2877240;0.62;NA;6.2e+07;Yes;0;0;USA, Egypt;0.1 ETH;1;Available;2018-06-01;2018-06-21;0.21627256897837399;1;ETH;https://redcab.io/downloads/Whitepaper_EN_v1.0.pdf;https://www.linkedin.com/company/redcab/;https://www.github.com/Redcabllc?tab=repositories;https://redcab.io?utm_source=icobench;4.1;27;NA;1
1633;Remiit;REMI;Singapore;1;0;0;2018-11-27;2018-11-28;8.9999999999999998E-4;2273000;0.4;NA;6E+09;Yes;1;0;USA,  China, Singapore, Iran, Iraq, Syria;0.0009 USD;0;Available;2018-09-17;2018-10-16;0.01;0;KRW;https://remiit.io/static/remiit/images/Whitepaper_REMIIT_Eng.pdf;https://www.linkedin.com/company/wehado/;https://www.github.com/remiit?tab=repositories;https://remiit.io?utm_source=icobench;4;18;NA;1
1634;Rentberry;BERRY;Gibraltar;1;0;0;2017-12-05;2018-02-28;0.34699999999999998;1.5e+07;0.7;3.01e+08;4E+08;NA;0;0;United States of America, People's Republic of China (except for Hong Kong, Macau and Taiwan), South Korea, Cuba, Iran, North Korea, Syria, Crimea Region;0.1 ETH / 250 BERRY;0;NA;NA;NA;NA;0;ETH, BTC;https://cdn.rentberry.com/ico/downloads/Rentberry_Whitepaper_en.pdf;https://www.linkedin.com/company/rentberry/;https://www.github.com/Rentberry?tab=repositories;http://ico.rentberry.com/?utm_source=icobench;4;23;2628;1
1635;Resto;RESTO;UK;1;0;0;2018-10-10;2018-12-15;2.2599999999999999E-2;2136000;0.46;NA;5.06e+08;No;1;0;USA, China;0.01 ETH;1;Available;NA;NA;NA;1;BTC, ZEC, ETC, LTC, BCH;https://restotoken.org/docs/WhitepaperRestoEN.pdf;https://www.linkedin.com/company/11290212/;https://www.github.com/Restotoken?tab=repositories;https://restotoken.org/?utm_source=icobench;4.3;11;NA;1
1636;RigoBlock;GRG;Switzerland;1;0;0;2018-12-18;2019-01-28;1.5525;274000;0.3;NA;3E+06;Yes;1;0;China, USA;0.2 ETH;0;NA;NA;NA;NA;1;ETH;NA;https://www.linkedin.com/company/rigoblock/;https://www.github.com/rigoblock?tab=repositories;https://rigoblock.com/?utm_source=icobench;4;7;4927;1
1637;Rubius;RUBY;USA;1;0;0;2018-08-21;2018-09-25;2.9499999999999998E-2;1848705;0.7;NA;2.1e+08;No;1;0;NA;0.05 ETH;1;Available;NA;NA;NA;1;ETH;https://rubius.io/rubius-whitepaper.pdf;https://www.linkedin.com/company/rubius-inc/about/;https://www.github.com/Rubius-Inc?tab=repositories;https://rubius.io?utm_source=icobench;3.9;22;NA;1
1638;Saiterm;SAIEX;Malta;1;0;0;2018-12-01;2019-12-31;1;NA;0.5;NA;5E+07;No;1;0;NA;10 SAIEX;1;Available;NA;NA;NA;0;ETH, BTC, LTC, DASH, XRP, XMR, Fiat;https://ico.saiterm.com/pdf/whitepaper.pdf;https://www.linkedin.com/company/saiterm/;https://www.github.com/rosariocolletti?tab=repositories;https://ico.saiterm.com/?utm_source=icobench;3.2;12;NA;1
1639;Securix;SRXIO;United Arab Emirates;1;0;0;2018-09-27;2018-12-31;1;5E+06;0.77;NA;NA;Yes;1;0;NA;100 SRXIO;1;Available;2018-08-04;2018-09-26;NA;0;BTC, ETH, BCH, Fiat;http://securix.io/wp/Securix_Whitepaper_onepager_GB.pdf;NA;https://www.github.com/SRXIO?tab=repositories;https://securix.io/?utm_source=icobench;4;15;NA;1
1640;SGAT;SGAT;France;1;0;0;2018-11-08;2018-12-30;1.1434;NA;0.65;NA;7800000;No;1;0;USA, South Korea;100 EUR;1;Available;2018-06-01;2018-10-31;1.134636;1;BTC, ETH, EUR;https://www.sgat-technologies.com/frontend/pdf/WHITE_PAPER_EN.pdf;https://www.linkedin.com/company/sgat-technologies/;https://www.github.com/sgat-technologies?tab=repositories;https://www.sgat-technologies.com?utm_source=icobench;4;16;NA;0
1641;Snapparazzi;SNPC;Malta;1;0;0;2018-10-15;2018-11-29;0.18;1E+07;0.7;NA;514500000;No;1;0;USA, North Korea, China;100 USD;0;Available;2018-09-14;2018-10-12;NA;0;BTC, ETH, Fiat;http://snapparazzi.io/doc/whitepaper.pdf;NA;https://www.github.com/sNonepparazzi?tab=repositories;http://snapparazzi.io/?utm_source=icobench;3.8;14;NA;1
1642;Solarex;SRX;UK;1;0;0;2019-04-10;2019-07-31;0.05;2100000;0.56;NA;1E+12;No;1;0;NA;NA;1;Available;2019-01-28;2019-03-14;0.05;1;BTC, ETH, LTC, BTC, DOGE, XRP;https://solarex.io/assets/files/Solarex_Whitepaper_V1.pdf;https://www.linkedin.com/company/solarex-powering-africa-project/;https://www.github.com/SolarexICO?tab=repositories;https://solarex.io?utm_source=icobench;3.7;28;NA;1
1643;Solve.Care;CAN Token;Estonia;1;0;0;2018-03-31;2018-05-01;0.1;2E+07;0.35;NA;3.5e+08;No;1;0;NA;NA;0;NA;2017-09-25;2017-11-30;8.5000000000000006E-2;0;BTC, ETH;https://solve.care/documents/Solve.Care-Whitepaper.pdf;https://www.linkedin.com/company/solve-care/;https://www.github.com/SolveCare?tab=repositories;https://solve.care/tokensale/?utm_source=icobench;4;12;3724;1
1644;SPINDLE;SPD;UK;1;0;0;2018-05-09;2018-05-15;0.23;NA;0.65;NA;6.5e+09;Yes;1;0;USA, China, Japan;NA;0;NA;NA;NA;NA;1;ETH, BCH;https://spindle.zone/spindlewp_en.pdf;https://www.linkedin.com/company/spindle-zone/;https://www.github.com/spindlezone?tab=repositories;https://www.spindle.zone/?utm_source=icobench;3.8;10;2828;1
1645;SRT;SRT;Estonia;1;0;0;2018-09-25;2019-09-25;1;NA;0.62;NA;6.2e+07;Yes;0;0;USA, China;50 USD;0;Available;2018-07-15;2018-07-23;0.5;1;ETH, BTC, LTC, BCH, DASH;http://srtcoin.io/docs/en/wp.pdf;NA;https://www.github.com/smartrefinery?tab=repositories;http://srtcoin.io/en?utm_source=icobench;3.9;12;NA;1
1646;Swinca;SWI;Switzerland;1;0;0;2019-02-01;2019-03-31;0.6;5325000;0.35;NA;1.4e+08;Yes;1;0;USA, China;500 SWI;0;Available;2018-11-26;2019-01-25;0.3;1;BTC, ETH, Fiat;https://drive.google.com/file/d/1RHBWSafaQ56PvWyNvNcNtKcJwPOuRjS8/view;https://www.linkedin.com/company/imusify;https://www.github.com/swincacoin?tab=repositories;https://swinca.io/?utm_source=icobench;3.8;15;NA;0
1647;Swytch;SET;USA;1;0;0;2018-06-12;2018-07-11;0.5;NA;0.55;NA;200750000;No;1;0;USA;NA;0;NA;NA;NA;0.5;0;BTC, ETH;https://drive.google.com/file/d/1PcKgfCb_m_P6Qlm1tb2yovLLsKHjQSVq/view;NA;https://www.github.com/swytch-io?tab=repositories;https://swytch.io/?utm_source=icobench;3.3;19;NA;0
1648;Tachain;TCHN;UK;1;0;0;2018-07-23;2019-06-30;0.01;NA;0.6;NA;1E+12;No;0;0;None;0.01 USD;1;Available;NA;NA;NA;1;ETH, BTC;https://tachain.io/Whitepaper.pdf;NA;https://www.github.com/Tachainio?tab=repositories;https://tachain.io/?utm_source=icobench;4;11;NA;1
1649;Taklimakan Network;TKLN;Singapore;1;0;0;2018-04-09;2018-08-31;0.05;NA;0.55;NA;5.5e+08;No;1;0;USA, Singapore;10 USD;1;NA;2017-12-12;2018-01-12;2.5000000000000001E-2;1;BTC, ETH, XRP, LTC;http://taklimakan.io/taklimakan-whitepaper-eng.pdf;https://www.linkedin.com/company/taklimakan-network/;https://www.github.com/usetech-llc?tab=repositories;https://www.taklimakan.io/?utm_source=icobench;3.6;18;4272;1
1650;Talao;TALAO;France;1;0;0;2018-07-04;2018-07-29;0.46;2347581;0.67;NA;100500000;Yes;1;0;USA;10 ETH;0;Available;2018-06-04;2018-06-30;0.59298498499999996;1;ETH;NA;https://www.linkedin.com/company/talao/;https://www.github.com/TalaoDAO?tab=repositories;https://ico.talao.io/?utm_source=icobench;4.1;16;3170;1
1651;Talentico;TAL;Georgia;1;0;0;2020-03-18;2020-03-25;0.01;NA;0.6;NA;7.2e+09;Yes;1;0;USA;0.1 ETH;1;Available;NA;NA;NA;1;ETH, BTC, Fiat;https://talentico.io/img/doc/wp_en.pdf;https://www.linkedin.com/company/kaiserwallet1/;https://www.github.com/talent-ico?tab=repositories;http://talentico.eu/?utm_source=icobench;3.7;13;NA;1
1652;Tap4.Menu;T4M;Poland;1;0;0;2019-05-01;2019-07-31;1;NA;0.6;NA;6E+06;Yes;1;0;USA, China, South Korea, Singapore, Bangladesh, Nepal, Macedonia, Bolivia, Ecuador, Pakistan, Algeria, Morocco;50 USD;0;Available;2019-04-01;2019-04-30;0.7;1;BTC, ETH;http://tap4.menu/wp-content/uploads/2019/02/WhitePaper.pdf;https://www.linkedin.com/company/tap4-menu/;https://www.github.com/TAP4MENU?tab=repositories?tab=repositories;http://tap4.menu/en/?utm_source=icobench;3.9;6;NA;1
1653;Tedchain;TED;Poland;1;0;0;2018-07-17;2018-10-08;0.01;NA;0.1;NA;1E+10;Yes;1;0;NA;10 USD;0;NA;NA;NA;NA;1;BTC, ETH, XRP, BCH, LTC, DASH, ZEC, XMR;https://tedchain.network/google/whitepaper.html;NA;https://www.github.com/tedchain?tab=repositories;https://tedchain.network?utm_source=icobench;3.7;12;NA;1
1654;Terawatt;LED;Netherlands;1;0;0;2018-10-16;2019-01-15;0.4;10852570;0.65;NA;6.5e+07;No;1;0;USA, China, North Korea, Syria, Iran, Iraq, Belize.;0.2 ETH;1;Available;2018-06-21;2018-10-15;0.3;1;BTC, ETH;https://terawattled.com/assets/Terawatt.pdf;https://www.linkedin.com/company/terawatt/;https://www.github.com/terawattled?tab=repositories;https://www.terawattled.com?utm_source=icobench;3.6;17;NA;1
1655;Ternion;TRN;Estonia;1;0;0;2018-10-01;2019-02-11;3.23;NA;0.8;NA;7.6e+07;Yes;1;0;China, Singapore, USA;100 USD;1;Available;2018-06-29;2018-09-30;0.65;1;ETH, BTC, LTC, BCH;https://ternion.io/TernionWhitepaper_en.pdf;https://www.linkedin.com/company/ternionofficial/;https://www.github.com/TernionETH?tab=repositories;https://ternion.io/?utm_source=icobench;3.6;9;NA;1
