id;name;token;country;is_ico;is_ieo;is_sto;ico_start;ico_end;price_usd;raised_usd;distributed_in_ico;sold_tokens;token_for_sale;whitelist;kyc;bonus;restricted_areas;min_investment;bounty;mvp;pre_ico_start;pre_ico_end;pre_ico_price_usd;platform;accepting;link_white_paper;linkedin_link;github_link;website;rating;teamsize;Coinmarketcap_identifier;ERC20
1534;AutoBay;ABX;Argentina;1;0;0;2018-11-01;2018-12-15;1.9699999999999999E-2;5E+06;0.54;NA;510300000;Yes;1;0;USA, China;200 USD;1;Available;2018-10-01;2018-10-30;NA;1;ETH, BTC;https://www.autobay.io/whitepaper;https://linkedin.com/company/level01io;https://www.github.com/Autobayio?tab=repositories;https://www.autobay.io/?utm_source=icobench;3.6;7;NA;1
1535;Beverage.cash;BC;Montenegro;1;0;0;2018-10-31;2018-12-31;3.95E-2;284417;0.65;NA;97776705;No;1;0;USA;0.01 ETH;1;NA;NA;NA;1 BC = 0.00016 ETH;1;ETH;https://beverage.cash/WhitePaper.pdf;https://www.linkedin.com/company/beverage-cash/;https://www.github.com/beveragecashcoin?tab=repositories;https://beverage.cash/?utm_source=icobench;3.6;13;NA;1
1536;Bidooh;DOOH;Gibraltar;1;0;0;2018-10-31;2018-12-26;5.0000000000000001E-4;3245118;0.7;NA;1.26e+11;Yes;1;0;USA, China;NA;0;NA;NA;NA;NA;1;ETH, BTC, LTC;https://bidooh.io/whitepaper/whitepaper.pdf;https://www.linkedin.com/company/18233561/;https://www.github.com/Bidooh?tab=repositories;https://www.bidooh.io?utm_source=icobench;4.1;20;3726;1
1537;BILLCRYPT;BILLCRYPT / BILC;Gibraltar;1;0;0;2019-07-03;2020-04-23;1;11172608;0.44;NA;1.52e+08;No;0;0;NA;NA;1;Available;2018-11-16;2019-07-03;0.5;1;ETH, BTC, BCH, LTC, USDT, DASH;https://8ae4fc62-1c22-4bec-b7b4-fc08a48c4d8b.filesusr.com/ugd/2a8396_b2a7a1d1e21142508b7db6efcfc52aaa.pdf;https://www.linkedin.com/company/minternetwork/;https://www.github.com/BILLCRYPT?tab=repositories;https://www.billcrypt.io/?utm_source=icobench;4;10;NA;1
1538;BitCanna;BCNA;Netherlands;1;0;0;2018-11-15;2019-06-30;0.12;1.6e+07;0.6;NA;2.52e+08;Yes;1;0;Canada, DPRK, Ethiopia, Iran, Iraq, Serbia, Sri Lanka, Syria, Trinidad and Tobago, Tunisia, United States of America, Vanuatu, Yemen;25 USD;1;NA;2018-10-31;2018-11-14;NA;0;BTC, ETH, LTC, BCH, DASH, Fiat;https://www.bitcanna.io/wp-content/uploads/2018/06/BitCannaWhitePaper_v1.pdf;https://www.linkedin.com/company/neuronchain/;https://www.github.com/BitCanNoneGlobal?tab=repositories;https://www.bitcanna.io/?utm_source=icobench;4;17;NA;0
1539;BitValve;BTV;Cyprus;1;0;0;2019-04-15;2020-09-29;0.2;NA;0.7;NA;16203750;Yes;0;0;NA;NA;1;Available;2019-01-02;2019-03-15;0.12;1;BTC, ETH, LTC, BCH;https://www.bitvalve.com/Whitepaper.pdf;https://www.linkedin.com/company/bitvalve/;https://www.github.com/bitvalvecd?tab=repositories;https://www.bitvalve.com/?utm_source=icobench;3.3;5;NA;1
1540;Blockshipping GSCP;CCC;Denmark;1;0;0;2018-05-14;2018-10-31;0.62;2500000;0.8;NA;4E+07;No;1;0;USA;100 USD;0;NA;2018-03-01;2018-03-20;NA;1;ETH, BTC, Fiat;https://www.blockshipping.io/wp-content/uploads/2018/02/Blockshipping_GSCP_ICO_White_Paper_public.pdf;https://www.linkedin.com/company/paramountdax-exchange/about/;https://www.github.com/Blockshipping?tab=repositories;https://www.blockshipping.io?utm_source=icobench;4.1;15;NA;1
1541;Bountie;BNTE;Singapore;1;0;0;2018-10-27;2018-11-07;3.1399999999999997E-2;1600000;0.65;NA;2E+08;Yes;1;0;USA;0.1 ETH;0;NA;2018-09-23;2018-10-27;2.9399999999999999E-2;1;ETH;https://bountie.io/tokensale/assets/doc/whitepaper-en.pdf;https://www.linkedin.com/company/bountiegaming/;https://www.github.com/bountie-io?tab=repositories;http://bountie.io?utm_source=icobench;3.9;27;NA;1
1542;Brain Space;IMPCN;Russia;1;0;0;2019-01-14;2019-02-10;0.08;20140000;0.53;NA;1E+12;No;1;0;USA, North Korea;NA;1;Available;2018-11-19;2018-12-16;0.03;1;ETH, BTC;https://brain-space.io/documents/white-paper-en.pdf;https://www.linkedin.com/company/brain-space/;https://www.github.com/imperivm-team?tab=repositories;https://brain-space.io?utm_source=icobench;3.7;10;NA;1
1543;BRIDGE;BD;Romania;1;0;0;2020-02-01;2020-05-01;1.3;NA;0.1;NA;3E+07;No;0;0;Balkans, Belarus, Burma, Ivory Coast, Cuba, Democratic Republic of Congo, Iran, Iraq, Liberia, North Korea, Sudan, Syria, Zimbabwe, and Somalia;100 USD;0;NA;2020-01-15;2020-01-31;0.9;0;BTC, Fiat via Credit Card;https://drive.google.com/file/d/1xNtZ3hT0Gdlx1KlBPnppqN4rHccoo4hD/view;https://www.linkedin.com/company/27015133/;https://www.github.com/Minerta2go?tab=repositories;https://www.bridgecoin.io/?utm_source=trackers&utm_medium=free&utm_campaign=icobench-com;4.7;10;NA;0
1545;BTU Protocol;BTU;France;1;0;0;2018-06-07;2018-06-30;0.75;5500000;0.5;NA;5E+07;No;1;0;USA, China;1 ETH;0;NA;2018-04-10;2018-06-06;NA;0;ETH,BTC, Fiat;https://drive.google.com/file/d/1A7u0IGVHmHQiLpDNS8nVnNqLxMe8JFF4/view;https://www.linkedin.com/company/btu-protocol/;https://www.github.com/btuprotocol?tab=repositories;https://www.btu-protocol.com/en/?utm_source=icobench;3.9;19;3737;1
1546;Builderium;BUILD;Switzerland;1;0;0;2018-11-18;2019-01-30;3.5299999999999998E-2;NA;0.8;NA;NA;No;1;0;USA, Singapore, China, Syria;0.1 ETH;1;Available;2018-07-23;2018-11-17;NA;1;ETH, BTC;https://builderium.io/img/Builderium_Whitepaper_new.pdf;https://www.linkedin.com/company/builderium/;https://www.github.com/cromlehg?tab=repositories;https://builderium.io?utm_source=icobench;3.6;12;NA;1
1547;BuratinoBS;BUR;Latvia;1;0;0;2018-09-01;2019-01-31;0.1;10150000;0.9;NA;2.25e+08;No;0;0;USA;10 USD;1;Available;2018-08-01;2018-08-31;7.0000000000000007E-2;0;BTC, BCH, ETH, ETC, LTC, DASH;https://buratino.io/static/files/WP-en.pdf;https://www.linkedin.com/company/buratinotech/;https://www.github.com/BuratinoBS?tab=repositories;https://buratino.io/?utm_source=icobench;4.1;16;NA;1
1548;BuyAnyLight (BAL);BAL Token;United Arab Emirates;1;0;0;2020-04-07;2020-04-30;0.30330000000000001;NA;0.4;NA;2.2e+07;No;1;0;USA, North Korea, Iran;50 USD;0;NA;2019-11-01;2020-04-06;0.25;1;BTC, ETH, EUR, USD;NA;NA;https://www.github.com/buyanylight?tab=repositories;https://buyanylight.com/ieo?utm_source=icobench;4.4;22;NA;1
1549;BX.BET;BX;Malta;1;0;0;2018-11-19;2018-12-17;0.19;NA;0.6;NA;1.2e+08;Yes;1;0;Algeria, Bangladesh, Bolivia, Democratic people’s republic of Korea, Ecuador, Ethiopia, Indonesia, Iran, Iraq, Jordan, Kyrgyzstan, Morocco, Nepal, Serbia, Sri Lanka, Syria, Trinidad and Tobago, Tunisia, USA, Vanuatu, Yemen;100 USD;1;Available;2018-10-15;2018-10-29;0.19;0;ETH, BTC, Fiat;https://bx.bet/static/files/whitepaper.pdf;https://www.linkedin.com/company/bx-bet/;https://www.github.com/BXBET?tab=repositories;https://bx.bet/en/?utm_source=icobench;4.2;15;NA;1
1550;CargoCoin;CargoCoin;UK;1;0;0;2018-04-01;2018-12-31;1;5E+06;0.65;NA;6.5e+07;No;1;0;USA;100 USD;0;NA;2018-04-01;2018-04-15;NA;1;ETH, BTC, LTC, Fiat;https://thecargocoin.com/docs/CargoCoin-Whitepaper.pdf;https://www.linkedin.com/company/cargocoin/;https://www.github.com/thecargocoin?tab=repositories;https://thecargocoin.com/a102?utm_source=icobench;4;20;NA;1
1551;Celsius;CEL;USA;1;0;0;2018-03-16;2018-03-23;0.2;5E+07;0.5;NA;3.25e+08;Yes;1;0;North Korea, Syria, USA;NA;0;NA;2017-10-25;2018-03-16;0.2;1;ETH, BTC, USD;https://celsius.network/wp-content/uploads/2018/03/celsius_whitepaper-march14-2.pdf;https://www.linkedin.com/company/celsiusnetwork/;https://www.github.com/CelsiusNetwork?tab=repositories;https://celsius.network/crowdsale/?utm_source=icobench;4.1;11;2700;1
1552;Centive;XTV;British Virgin Islands;1;0;0;2018-08-31;2018-11-01;0.1;NA;0.35;NA;3.5e+08;No;1;0;USA, Syria, Iran, Iraq, Yemen, North Korea, Tunisia, Cayman Islands;100 USD;0;Available;NA;NA;NA;1;BTC, ETH, BCH, LTC, ETC, DASH, TRX;https://s3-ap-southeast-1.amazonaws.com/centive/Centive_Whitepaper_Official.pdf;https://www.linkedin.com/company/xinfin;https://www.github.com/centive?tab=repositories;https://centive.org/?utm_source=icobench;3;4;NA;1
1553;CGCX;CGX;Singapore;1;0;0;2018-06-01;2018-07-30;5.0999999999999997E-2;8809328;0.5;NA;1E+09;Yes;1;0;USA, UK, China, Canada (and other countries against whom official sanctions are imposed);100 USD;1;NA;2018-05-01;2018-05-25;7.9248585411764702E-2;1;ETH, BTC;https://www.cgcx.io/wp-content/uploads/2018/05/Whitepaper.pdf;https://www.linkedin.com/company/8hours-foundation/about/;https://www.github.com/cgcx?tab=repositories;https://www.cgcx.io?utm_source=icobench;4;3;NA;1
1554;Coinware;CWT;Estonia;1;0;0;2019-05-03;2019-07-30;0.13500000000000001;NA;0.7;NA;1.82e+08;No;1;0;USA;NA;0;NA;2019-02-12;2019-02-28;NA;1;BTC, ETH;https://www.coinware.co/downloads/COINWARE_WHITEPAPER.pdf;https://www.linkedin.com/company/aassio/;https://www.github.com/Surajmendy?tab=repositories;https://www.coinware.co?utm_source=icobench;4;19;NA;1
1555;cosquare;CSQ;Switzerland;1;0;0;2018-11-15;2019-04-14;4.0000000000000002E-4;NA;0.65;NA;6.5e+10;Yes;1;0;Algeria, Bangladesh, Bolivia, China, Cuba, Ecuador, Iran, Macedonia, Malaysia, Morocco, Nepal, North Korea, Pakistan, Syria, United States of America;100 CHF;0;Available;2018-09-15;2018-11-14;NA;1;ETH, BTC, Fiat;https://cosquare.io/pdf/cosquare_whitepaper_5.09.18.pdf;https://www.linkedin.com/company/cosquare/;https://www.github.com/cosquareCSQ?tab=repositories;https://cosquare.io?utm_source=icobench;3.5;21;NA;1
1556;Coupon Chain;CCT;Hong Kong;1;0;0;2018-08-01;2019-03-31;0.09;2E+06;0.3;NA;3E+08;No;1;0;USA, China;NA;1;Available;NA;NA;NA;1;ETH;https://www.coupon-chain.org/CCT-Whitepaper.pdf;https://www.linkedin.com/company/coupon-chain-technology/;https://www.github.com/mezzofy?tab=repositories;https://www.coupon-chain.org?utm_source=icobench;4;9;5054;1
1557;Crypt ON;IPT;Cyprus;1;0;0;2018-10-31;2019-01-21;0.1;3750450;1;NA;2E+08;NA;0;0;NA;50 USD;0;NA;2018-10-01;2018-10-30;NA;1;ETH, BTC, BCH, BTG, DASH, LTC, Bank Wire;NA;https://www.linkedin.com/company/crypt-on/;https://www.github.com/Crypto-ON?tab=repositories;https://crypt-on.io/?utm_source=icobench;3.9;15;NA;1
1558;Crypterium;CRPT;Estonia;1;0;0;2017-10-31;2018-01-14;1.5;51656963;0.7;NA;NA;NA;0;0;NA;NA;0;NA;NA;NA;NA;0;BTC, ETH, Fiat;https://crypterium.io/wp;https://www.linkedin.com/company/crypterium/;None;https://www.crypterium.com?utm_source=icobench;3.6;8;2447;1
1559;Cryptoindex;CIX100;Malta;1;0;0;2018-10-17;2019-03-10;0.65439999999999998;11037891;1;NA;3E+08;Yes;1;0;"Afghanistan, Bosnia and Herzegovina, People’s Republic of China, Japan, Guyana, Iran, Iraq, Lao PDR, North Korea, Syria, Uganda, United States,


Vanuatu, and Yemen";100 USD;1;Available;NA;NA;NA;1;BTC, ETH, LTC, BCH, Steem;https://cryptoindex.io/docs/CryptoindexWP1.0.pdf;https://www.linkedin.com/company/cryptoindex-io/;https://www.github.com/phenom-company?tab=repositories;https://cryptoindex.io/?utm_source=icobench;3.9;16;4067;1
1560;Cryptolancers;CLT;UK;1;0;0;2019-07-07;2019-08-08;498;NA;0.55;NA;5.5e+07;No;1;0;North Korea;50 USD;1;Available;NA;NA;NA;1;ETH, BTC, XRP, LTC, DASH;https://cryptolancers.network/whitepaper.pdf;https://www.linkedin.com/company/cryptolancers-network/;https://www.github.com/ju5td0m7m1nd?tab=repositories;http://cryptolancers.co.uk?utm_source=icobench;4;18;NA;0
1561;Cryptoprofile;CP;Singapore;1;0;0;2019-02-01;2019-02-28;0.1;1397988;0.78;NA;591474747;Yes;1;0;USA, North Korea, Iran, Afghanistan, Syria, Iraq;100 USD;1;NA;2019-01-01;2019-01-31;0.05;1;ETH;https://cryptoprofile.com/pdf/CP%20Whitepaper.pdf;https://www.linkedin.com/company/cryptoprofile/;https://www.github.com/https:?tab=repositories;https://www.cryptoprofile.io?utm_source=icobench;4.2;7;NA;1
1562;CryptoRevolution;CREV;Malta;1;0;0;2018-07-25;2019-01-30;0.1;NA;0.25;NA;17250000;No;1;0;None;NA;0;Available;NA;NA;NA;0;BTC, ETH, LTC, XRP, EOS, BNB;https://www.cryptorevolutiontime.io/Themes/crev/assets/images/WhitePaper-CREV.pdf;https://www.linkedin.com/company/amon-tech;https://www.github.com/CryptoRevolutionTime?tab=repositories;https://www.cryptorevolutiontime.io?utm_source=icobench;3.7;8;NA;1
1563;Custom Deal;CDL;Serbia;1;0;0;2018-08-16;2018-10-30;0.06;NA;0.7;NA;2.8e+08;Yes;0;0;USA;0.05 ETH;0;Available;2018-07-15;2018-08-15;0.02;0;ETH, Fiat;https://token.custom-deal.com/wp-content/uploads/2018/06/WHITEPAPER-FINAL-CDL.compressed.pdf;NA;https://www.github.com/DeeJayElly?tab=repositories;https://token.custom-deal.com?utm_source=icobench;3.4;10;NA;1
1564;DACX;DACX;UK;1;0;0;2020-03-09;2020-04-10;0.2;NA;0.2542;NA;2E+08;No;1;0;North Korea, Iran, Syria, Sudan, Cuba, USA;NA;1;Available;NA;NA;NA;1;USDT;https://dacx.io/wp-content/uploads/2019/09/DACX_WhitePaper.pdf;https://www.linkedin.com/company/dacx-group/;https://www.github.com/DACX-io?tab=repositories;https://dacx.io?utm_source=icobench;3.9;11;NA;1
1565;Datablockchain;DBCCoin;Cayman Islands;1;0;0;2018-09-10;2018-11-24;0.12;NA;NA;NA;591600000;Yes;1;0;NA;1 ETH pre-ICO, 0.1 ETH ICO;1;Available;2018-05-27;2018-06-27;0.08;1;ETH;https://www.datablockchain.io/pdf/whitepaper.pdf;https://www.linkedin.com/company/asure;https://www.github.com/DataBlockChainIO?tab=repositories;https://www.datablockchain.io?utm_source=icobench;4.6;15;NA;1
1566;Dataeum;XDT;Estonia;1;0;0;2019-11-01;2019-12-31;0.03;NA;0.5;NA;5E+08;Yes;1;0;USA;NA;0;Available;2019-09-01;2019-10-31;NA;1;ETH, BTC, Fiat;https://dataeum.io/white-paper.pdf;https://www.linkedin.com/company/dataeum/;https://www.github.com/Dataeum?tab=repositories;https://dataeum.com?utm_source=icobench;4.2;18;NA;1
1567;DECOIN;DTEP;Bulgaria;1;0;0;2018-10-01;2018-12-31;0.9;5E+06;0.6;2133376;4.2e+07;Yes;1;0;USA;500 USD;0;NA;2018-07-01;2018-09-30;NA;1;ETH, BTC, Fiat;https://docs.google.com/document/d/1ap8Odxzm4HHUFikxCn10GA7UuC-TAmt1RYrgTG2x6mI/edit#heading=h.hhdk55e516wo;https://www.linkedin.com/company/decoin-xde/;https://www.github.com/DECOINio?tab=repositories;http://track.decoin.io/aff_c?offer_id=2&aff_id=1045&url_id=4&aff_sub=PRlink&aff_sub2=PR&utm_source=icobench;4.1;14;4277;0
1568;Depository Network;DEPO;Estonia;1;0;0;2018-11-15;2018-12-15;0.02;NA;0.7;NA;2.3e+09;Yes;1;0;USA, Canada, China;10 USD;1;Available;2018-06-26;2018-08-10;5.0000000000000001E-3;0;BTC, ETH, LTC, BCN, BTG;https://depository.network/doc/whitepaper.pdf;https://www.linkedin.com/company/depositorynetwork/;https://www.github.com/DepositoryNetwork?tab=repositories;https://www.depository.network?utm_source=icobench;4.1;18;NA;1
1569;DionCoin;DION;Singapore;1;0;0;2019-10-15;2019-11-15;4.4999999999999997E-3;NA;0.15;NA;2E+13;Yes;1;0;NA;20 USD;0;Available;2019-08-10;2019-09-15;4.0000000000000001E-3;1;EOS;http://www.dionpay.com/static/white-paper/dioncoin-whitepaper-en.pdf;https://www.linkedin.com/company/dionpay/;https://www.github.com/DionpayTeam?tab=repositories;http://www.dionpay.com/?utm_source=icobench;4.5;7;NA;0
1570;DIPChain;DIPC;Singapore;1;0;0;2019-07-19;2019-09-20;2.2133342E-2;8500000;0.35;NA;3.5e+08;Yes;1;0;USA, China;1 ETH;1;NA;2019-06-18;2019-07-18;2.3059510863E-2;0;ETH;https://www.dipchain.io/newDome/pdf/DIP_WhitePaper.pdf;https://www.linkedin.com/company/dipchain/;https://www.github.com/dipchainfund?tab=repositories;https://www.dipchain.io?utm_source=icobench;4;15;NA;1
1571;ECOSC.io;ECOSCU;Malta;1;0;0;2019-08-16;2019-01-25;0.1;NA;0.8;NA;8E+08;Yes;1;0;USA;NA;0;Available;2019-04-15;2019-06-15;0.2256088;1;ETH, BTC;https://www.ecosc.io/img/white-paper.pdf;https://www.linkedin.com/company/ecosc-pvt-ltd/;https://www.github.com/ecoscpvtltd?tab=repositories;https://www.ecosc.io?utm_source=icobench;4.1;8;5478;1
1572;Elysian;ELY;Belize;1;0;0;2018-06-18;2018-07-08;0.12;7E+06;0.23;NA;2.3e+08;Yes;1;0;USA, China, Canada, Iran, North Korea;NA;1;Available;2018-06-04;2018-06-17;0.06;1;Ethereum;https://elycoin.io/whitepaper/english;https://www.linkedin.com/company/bitvalve/;https://www.github.com/Elysian-ELY?tab=repositories;https://elycoin.io/?utm_source=icobench;4.3;21;2944;1
1573;EMMARES;EMA;Hong Kong;1;0;0;2018-05-05;2018-09-30;0.12;2365000;0.51;NA;2.55e+08;Yes;1;0;USA, China;0.1 ETH;1;Available;2018-02-20;2018-05-05;143.90404564448701;1;ETH;https://emmares.io/whitepaper.pdf;https://www.linkedin.com/company/emmaresio/;https://www.github.com/EMMARESteam?tab=repositories;https://www.emmares.io?utm_source=icobench;3.7;20;NA;1
1574;Encrybit;ENCX;Hong Kong;1;0;0;2019-02-01;2019-03-31;0.2;NA;0.6;NA;1.62e+08;No;0;0;USA, China, Canada, Hong Kong;0.2 ETH;1;Available;2018-12-15;2019-01-31;0.2;0;ETH, BTC;https://encrybit.io/pdf/encrybit-wp-v1.pdf;https://www.linkedin.com/company/encrybit/;https://www.github.com/encrybit?tab=repositories;https://encrybit.io/?utm_source=icobench;4.2;32;NA;1
1575;Era Swap Token;EST;Singapore;1;0;0;2018-09-02;2018-12-31;1.7100000000000001E-2;218304;0.4285;NA;3.9e+08;Yes;1;0;NA;0.00005804 ETH;1;NA;2018-07-20;2018-08-31;NA;1;ETH;https://eraswaptoken.io/pdf/era-swap-whitepaper.pdf;https://www.linkedin.com/company/12609199;https://www.github.com/EraSwap?tab=repositories;https://www.eraswaptoken.io?utm_source=icobench;3.4;66;4860;1
1576;Eristica;ERT;Singapore;1;0;0;2017-12-07;2018-02-07;0.02;3138109;0.68;NA;156905453;No;1;0;USA, China, Canada;NA;0;NA;2017-09-01;2017-10-01;0.02;1;BTC/ETH/LTC/BCH;https://eristica.com/wp/wp_en.pdf;https://www.linkedin.com/company/bridgecoin/;https://www.github.com/Krishtopa?tab=repositories;https://eristica.com?utm_source=icobench;3.9;9;3360;1
1577;EtherInc;ETI;Australia;1;0;0;2018-07-15;2018-07-25;0.1;NA;0.4511;NA;4.5e+08;Yes;1;0;USA;0.5 ETH;1;Available;2018-06-07;2018-06-15;0.1;1;ETH, BTC, LTC;https://einc.io/assets/files/einc_whitepaper.pdf;NA;https://www.github.com/etherinc?tab=repositories;https://einc.io?utm_source=icobench;4.3;15;3599;1
1578;Excolony;EXC Token;Belize;1;0;0;2018-10-15;2019-01-14;0.5;1128000;0.3;NA;3E+07;No;1;0;NA;NA;1;NA;2018-10-07;2018-10-14;NA;1;ETH;https://excolony.com/white-paper.pdf?v=1.7;https://www.linkedin.com/company/excolony/;https://www.github.com/ExcolonyGlobal?tab=repositories;https://excolony.com/?utm_source=icobench;4.1;11;NA;0
1580;Fanfare;FAN;Singapore;1;0;0;2018-08-17;2018-10-31;1.9699999999999999E-2;9E+06;0.4525;NA;1.64e+09;Yes;1;0;USA, China, North Korea, Republic of the Congo, Eritrea, Ethiopia, Iran, Iraq, Libya, Somalia, Serbia, Sri Lanka, South Sudan, Sudan, Syria, Trinidad and Tobago, Tunisia, Vanuatu, Yemen;0.1 ETH;1;Available;NA;NA;NA;1;ETH;https://tokensale.fanfare.global/files/Fanfare_Whitepaper.pdf;https://github.com/BuratinoBS/smart-contracts;https://www.github.com/fanfareglobal?tab=repositories;https://tokensale.fanfare.global?utm_source=icobench;4;16;NA;1
1581;Fidelity House;FIH;Switzerland;1;0;0;2018-12-14;2019-04-13;3.4799999999999998E-2;3E+06;0.5;NA;5E+08;No;1;0;USA, China;0.5 ETH;1;Available;NA;NA;NA;0;ETH;https://www.fidelityhouse.io/assets/docs/FidelityHouse_WhitePaper_EN.pdf;https://www.linkedin.com/company/fidelityhouse-international/;https://www.github.com/FidelityHouseInterNonetioNonel?tab=repositories;https://www.fidelityhouse.io?utm_source=icobench;4.4;30;NA;1
1582;Fiii;Fiii;Hong Kong;1;0;0;2018-11-01;2018-12-31;0.12;10708813;0.17;NA;7.5e+08;No;1;0;USA, IRAN, North Korea;0.12 USD;1;Available;2018-10-01;2018-10-20;NA;0;BTC, USDT;https://fiii.io/images/doc/whitepaper.pdf;https://www.linkedin.com/company/bx-bet;https://www.github.com/FiiiLab?tab=repositories;https://fiii.io?utm_source=icobench;3.8;28;3655;0
1583;FlipNpik;FNP;France;1;0;0;2018-09-25;2018-12-31;0.12;NA;NA;NA;3.5e+08;Yes;1;0;USA, Canada;NA;1;Available;2018-07-01;2018-09-24;NA;0;ETH, BTC, LTC, DASH, DOGE;https://flipnpik.io/whitepaper;https://www.linkedin.com/company/flipnpik-eu/;None;http://flipnpik.io/?utm_source=icobench;4.3;18;NA;1
1584;FoodNation;FOOD;Estonia;1;0;0;2019-04-01;2019-06-30;0.5;150000;0.35;NA;3.5e+08;No;0;0;NA;0.5 ETH;0;Available;2018-11-05;2019-01-25;0.3;1;ETH;https://files.foodnation.io/whitepaper.pdf;https://www.linkedin.com/company/foodnation-io/;https://www.github.com/FoodNonetion?tab=repositories;https://www.foodnation.io?utm_source=icobench;3.5;6;NA;1
1585;Fortem Capital;FCQ;Estonia;1;0;0;2019-07-04;2019-07-07;0.2;5124000;0.8;NA;1.68e+08;No;1;0;NA;NA;0;Available;NA;NA;NA;0;BTC, ETH;https://fortemcoin.io/assets/doc/ENG_Whitepaper.pdf;https://www.linkedin.com/company/centive-tech-corp/;https://www.github.com/FortemCapital2019?tab=repositories;https://fortemcoin.io?utm_source=icobench;4;12;4907;1
1586;FortFC;FFCT;Russia;1;0;0;2019-02-16;2019-07-31;0.22589999999999999;785876;0.77;NA;2.31e+08;Yes;1;0;USA;50 EUR;1;Available;2018-11-12;2019-02-15;0.1132503;1;BTC, ETH, Fiat;https://www.fortfc.com/docs/whitepaper.pdf?v=4;https://www.linkedin.com/company/cgcx/;https://www.github.com/FortFC?tab=repositories;https://www.fortfc.com/?utm_source=icobench;4;23;NA;1
1587;FReeStart;FRS;UK;1;0;0;2018-09-01;2018-10-19;0.22450000000000001;34000;NA;NA;3E+07;No;1;0;NA;0.1 ETH;1;Available;2018-07-15;2018-08-31;NA;1;ETH, BTC, fiat;http://frscoin.com/downloads/White_Paper_FRS_EN.pdf;NA;https://www.github.com/cromlehg?tab=repositories;http://frscoin.com?utm_source=icobench;4;7;NA;1
1588;FRELDO;FRECNX;Canada;1;0;0;2019-07-23;2019-07-30;0.4;20172828;0.75;NA;1250000;Yes;1;0;USA, Canada, China;0.02 ETH;1;Available;NA;NA;NA;1;ETH, CS, Fiat;http://ico.freldo.com/wp-content/uploads/2018/06/WP-Freldo.pdf;https://www.linkedin.com/company/freldo/;https://www.github.com/FreldoZL?tab=repositories;http://ico.freldo.com/?utm_source=icobench;3.8;23;NA;1
1589;Gabro;GBO;Singapore;1;0;0;2018-07-31;2018-09-30;4.65E-2;4570000;0.5;NA;5E+08;Yes;1;0;Hong Kong, China, Cuba, Iran, North Korea, Crimea, Sudan, Malaysia, Syria, United States [including all US territories such as Puerto Rico, American Samoa, Guam, Northern Mariana Islands, US Virgin Islands ( St. Croix, St. John and St. Thomas)], Bangladesh, Bolivia, Ecuador and Kyrgyzstan;0.1 ETH;1;Available;2018-06-01;2018-07-30;NA;1;ETH;https://cdn.shopify.com/s/files/1/0067/8313/9898/files/Whitepaper_LongVersion_Final.pdf?8646894683941263922;NA;https://www.github.com/gabrotech?tab=repositories;https://gabrotech.io?utm_source=icobench;4.2;17;NA;1
1590;Gastery;WTR;Russia;1;0;0;2018-05-01;2018-11-20;0.1;1764397;0.56;NA;9.8e+07;No;0;0;NA;50 USD;1;Available;NA;NA;0.05;1;BTC, ETH, LTC, BCH;https://gastery.io/docs/gastery_wp_EN.pdf;https://www.linkedin.com/company/gastery/;https://www.github.com/gastery?tab=repositories;https://gastery.io?utm_source=icobench;3.9;7;NA;1
1591;Geeba;GBA;Netherlands;1;0;0;2019-01-01;2019-03-30;0.1;3600000;0.7;NA;2.8e+08;No;1;0;USA, China, Iran;1,000 GBA;0;NA;2018-11-01;2018-12-30;NA;1;ETH, BTC, BCH, Fiat;http://bit.ly/GEBWPBCT;https://www.linkedin.com/company/geeba/;https://www.github.com/GeebaEcosystem?tab=repositories;https://www.geeba.io?utm_source=icobench;4.1;19;NA;1
1592;GigTricks;GBTC;Gibraltar;1;0;0;2018-09-01;2018-12-31;248;2800000;0.25;NA;2.5e+08;No;1;0;USA, China, South Africa;100 USD;1;Available;2018-07-01;2018-07-30;124;1;ETH, BTC, Fiat;http://regerie-waskitty.com/4d017c36-d716-48f8-b731-f2b2b41a3c7a;https://www.linkedin.com/company/gigtricks/;https://www.github.com/gigtricks?tab=repositories;https://www.gigtricks.io?utm_source=icobench;4.2;17;NA;1
1593;Globcoin;GCP;Switzerland;1;0;0;2018-03-05;2018-03-27;5.8400000000000001E-2;NA;0.4;NA;1.7e+08;Yes;1;0;USA;NA;1;NA;2018-02-12;2018-03-04;NA;0;ETH;https://globcoin.io/assets/whitepaper.pdf;https://www.linkedin.com/company/globcoin-io/;https://www.github.com/Globcoin?tab=repositories;https://globcoin.io?utm_source=icobench;4.2;16;NA;1
1594;HighBank;HIGH;British Virgin Islands;1;0;0;2019-03-01;2019-06-30;1;5E+06;0.4;NA;4E+07;No;1;0;USA;50 USD;1;NA;2019-02-01;2019-02-28;1;1;ETH, BTC, LTC;https://highbank.io/HighBank_Whitepaper.pdf;https://www.linkedin.com/company/highbank/;https://www.github.com/HighBankio?tab=repositories;https://highbank.io/?utm_source=icobench;3.9;20;NA;1
